SEX,SEXDesc,AGE,AGEDesc,freq,period,sv,svDesc,figure,sd_value
,Total,15-19,15 - 19,H,196806,POP,Number ('000),380.9,
,Total,20-24,20 - 24,H,196806,POP,Number ('000),239.4,
,Total,25-29,25 - 29,H,196806,POP,Number ('000),194.2,
,Total,30-34,30 - 34,H,196806,POP,Number ('000),231.7,
,Total,35-39,35 - 39,H,196806,POP,Number ('000),259.1,
,Total,40-44,40 - 44,H,196806,POP,Number ('000),236.6,
,Total,45-49,45 - 49,H,196806,POP,Number ('000),209.3,
,Total,5-9,5 - 9,H,196806,POP,Number ('000),543.5,
,Total,50-54,50 - 54,H,196806,POP,Number ('000),173.6,
,Total,55-59,55 - 59,H,196806,POP,Number ('000),139.7,
,Total,60-64,60 - 64,H,196806,POP,Number ('000),94.9,
,Total,65-69,65 - 69,H,196806,POP,Number ('000),68.8,
,Total,70-74,70 - 74,H,196806,POP,Number ('000),43.4,
,Total,75-79,75 - 79,H,196806,POP,Number ('000),24.9,
,Total,80-84,80 - 84,H,196806,POP,Number ('000),11.4,
,Total,85+,≥85,H,196806,POP,Number ('000),6.2,
F,Female,,Total,H,196806,POP,Number ('000),1884.9,
F,Female,0-4,0 - 4,H,196806,POP,Number ('000),227.1,
F,Female,10-14,10 - 14,H,196806,POP,Number ('000),233.4,
F,Female,15-19,15 - 19,H,196806,POP,Number ('000),187.8,
F,Female,20-24,20 - 24,H,196806,POP,Number ('000),114.5,
F,Female,25-29,25 - 29,H,196806,POP,Number ('000),88.2,
F,Female,30-34,30 - 34,H,196806,POP,Number ('000),109,
F,Female,35-39,35 - 39,H,196806,POP,Number ('000),124.7,
F,Female,40-44,40 - 44,H,196806,POP,Number ('000),115,
F,Female,45-49,45 - 49,H,196806,POP,Number ('000),101,
F,Female,5-9,5 - 9,H,196806,POP,Number ('000),266.1,
F,Female,50-54,50 - 54,H,196806,POP,Number ('000),85.9,
F,Female,55-59,55 - 59,H,196806,POP,Number ('000),72.6,
F,Female,60-64,60 - 64,H,196806,POP,Number ('000),55.1,
F,Female,65-69,65 - 69,H,196806,POP,Number ('000),43.5,
F,Female,70-74,70 - 74,H,196806,POP,Number ('000),29.9,
F,Female,75-79,75 - 79,H,196806,POP,Number ('000),18,
F,Female,80-84,80 - 84,H,196806,POP,Number ('000),8.5,
F,Female,85+,≥85,H,196806,POP,Number ('000),4.6,
M,Male,,Total,H,196806,POP,Number ('000),1917.8,
M,Male,0-4,0 - 4,H,196806,POP,Number ('000),239.2,
M,Male,10-14,10 - 14,H,196806,POP,Number ('000),245.4,
M,Male,15-19,15 - 19,H,196806,POP,Number ('000),193.1,
M,Male,20-24,20 - 24,H,196806,POP,Number ('000),124.9,
M,Male,25-29,25 - 29,H,196806,POP,Number ('000),106,
M,Male,30-34,30 - 34,H,196806,POP,Number ('000),122.7,
M,Male,35-39,35 - 39,H,196806,POP,Number ('000),134.4,
M,Male,40-44,40 - 44,H,196806,POP,Number ('000),121.6,
M,Male,45-49,45 - 49,H,196806,POP,Number ('000),108.3,
M,Male,5-9,5 - 9,H,196806,POP,Number ('000),277.4,
M,Male,50-54,50 - 54,H,196806,POP,Number ('000),87.7,
M,Male,55-59,55 - 59,H,196806,POP,Number ('000),67.1,
M,Male,60-64,60 - 64,H,196806,POP,Number ('000),39.8,
M,Male,65-69,65 - 69,H,196806,POP,Number ('000),25.3,
M,Male,70-74,70 - 74,H,196806,POP,Number ('000),13.5,
M,Male,75-79,75 - 79,H,196806,POP,Number ('000),6.9,
M,Male,80-84,80 - 84,H,196806,POP,Number ('000),2.9,
M,Male,85+,≥85,H,196806,POP,Number ('000),1.6,
,Total,,Total,H,196812,POP,Number ('000),3844.5,
F,Female,,Total,H,196812,POP,Number ('000),,N.A.
M,Male,,Total,H,196812,POP,Number ('000),,N.A.
,Total,,Total,H,196906,POP,Number ('000),3863.9,
,Total,0-4,0 - 4,H,196906,POP,Number ('000),443,
,Total,10-14,10 - 14,H,196906,POP,Number ('000),498.9,
,Total,15-19,15 - 19,H,196906,POP,Number ('000),400.7,
,Total,20-24,20 - 24,H,196906,POP,Number ('000),266.5,
,Total,25-29,25 - 29,H,196906,POP,Number ('000),191.8,
,Total,30-34,30 - 34,H,196906,POP,Number ('000),221.2,
,Total,35-39,35 - 39,H,196906,POP,Number ('000),256.1,
,Total,40-44,40 - 44,H,196906,POP,Number ('000),242.9,
,Total,45-49,45 - 49,H,196906,POP,Number ('000),212.7,
,Total,5-9,5 - 9,H,196906,POP,Number ('000),541,
,Total,50-54,50 - 54,H,196906,POP,Number ('000),179.9,
,Total,55-59,55 - 59,H,196906,POP,Number ('000),144.4,
,Total,60-64,60 - 64,H,196906,POP,Number ('000),102.2,
,Total,65-69,65 - 69,H,196906,POP,Number ('000),70.3,
,Total,70-74,70 - 74,H,196906,POP,Number ('000),47.1,
,Total,75-79,75 - 79,H,196906,POP,Number ('000),25.9,
,Total,80-84,80 - 84,H,196906,POP,Number ('000),12.8,
,Total,85+,≥85,H,196906,POP,Number ('000),6.5,
F,Female,,Total,H,196906,POP,Number ('000),1916.6,
F,Female,0-4,0 - 4,H,196906,POP,Number ('000),215.3,
F,Female,10-14,10 - 14,H,196906,POP,Number ('000),243.3,
F,Female,15-19,15 - 19,H,196906,POP,Number ('000),197,
F,Female,20-24,20 - 24,H,196906,POP,Number ('000),129.7,
F,Female,25-29,25 - 29,H,196906,POP,Number ('000),87.3,
F,Female,30-34,30 - 34,H,196906,POP,Number ('000),103.5,
F,Female,35-39,35 - 39,H,196906,POP,Number ('000),123.2,
F,Female,40-44,40 - 44,H,196906,POP,Number ('000),118.2,
F,Female,45-49,45 - 49,H,196906,POP,Number ('000),103.1,
F,Female,5-9,5 - 9,H,196906,POP,Number ('000),265.1,
F,Female,50-54,50 - 54,H,196906,POP,Number ('000),88.5,
F,Female,55-59,55 - 59,H,196906,POP,Number ('000),74.6,
F,Female,60-64,60 - 64,H,196906,POP,Number ('000),57.9,
F,Female,65-69,65 - 69,H,196906,POP,Number ('000),44.5,
F,Female,70-74,70 - 74,H,196906,POP,Number ('000),32,
F,Female,75-79,75 - 79,H,196906,POP,Number ('000),19,
F,Female,80-84,80 - 84,H,196906,POP,Number ('000),9.5,
F,Female,85+,≥85,H,196906,POP,Number ('000),4.9,
M,Male,,Total,H,196906,POP,Number ('000),1947.3,
M,Male,0-4,0 - 4,H,196906,POP,Number ('000),227.7,
M,Male,10-14,10 - 14,H,196906,POP,Number ('000),255.6,
M,Male,15-19,15 - 19,H,196906,POP,Number ('000),203.7,
M,Male,20-24,20 - 24,H,196906,POP,Number ('000),136.8,
M,Male,25-29,25 - 29,H,196906,POP,Number ('000),104.5,
M,Male,30-34,30 - 34,H,196906,POP,Number ('000),117.7,
M,Male,35-39,35 - 39,H,196906,POP,Number ('000),132.9,
M,Male,40-44,40 - 44,H,196906,POP,Number ('000),124.7,
M,Male,45-49,45 - 49,H,196906,POP,Number ('000),109.6,
M,Male,5-9,5 - 9,H,196906,POP,Number ('000),275.9,
M,Male,50-54,50 - 54,H,196906,POP,Number ('000),91.4,
M,Male,55-59,55 - 59,H,196906,POP,Number ('000),69.8,
M,Male,60-64,60 - 64,H,196906,POP,Number ('000),44.3,
M,Male,65-69,65 - 69,H,196906,POP,Number ('000),25.8,
M,Male,70-74,70 - 74,H,196906,POP,Number ('000),15.1,
M,Male,75-79,75 - 79,H,196906,POP,Number ('000),6.9,
M,Male,80-84,80 - 84,H,196906,POP,Number ('000),3.3,
M,Male,85+,≥85,H,196906,POP,Number ('000),1.6,
,Total,,Total,H,196912,POP,Number ('000),3906.1,
F,Female,,Total,H,196912,POP,Number ('000),,N.A.
M,Male,,Total,H,196912,POP,Number ('000),,N.A.
,Total,,Total,H,197006,POP,Number ('000),3959,
,Total,0-4,0 - 4,H,197006,POP,Number ('000),421.4,
,Total,10-14,10 - 14,H,197006,POP,Number ('000),516.6,
,Total,15-19,15 - 19,H,197006,POP,Number ('000),421.4,
,Total,20-24,20 - 24,H,197006,POP,Number ('000),305.8,
,Total,25-29,25 - 29,H,197006,POP,Number ('000),199.8,
,Total,30-34,30 - 34,H,197006,POP,Number ('000),215.4,
,Total,35-39,35 - 39,H,197006,POP,Number ('000),255.3,
,Total,40-44,40 - 44,H,197006,POP,Number ('000),252.1,
,Total,45-49,45 - 49,H,197006,POP,Number ('000),218.8,
,Total,5-9,5 - 9,H,197006,POP,Number ('000),531.4,
,Total,50-54,50 - 54,H,197006,POP,Number ('000),188.4,
,Total,55-59,55 - 59,H,197006,POP,Number ('000),150,
,Total,60-64,60 - 64,H,197006,POP,Number ('000),110.9,
,Total,65-69,65 - 69,H,197006,POP,Number ('000),72.4,
,Total,70-74,70 - 74,H,197006,POP,Number ('000),51,
,Total,75-79,75 - 79,H,197006,POP,Number ('000),27.2,
,Total,80-84,80 - 84,H,197006,POP,Number ('000),14.1,
,Total,85+,≥85,H,197006,POP,Number ('000),7,
F,Female,,Total,H,197006,POP,Number ('000),1952.7,
F,Female,0-4,0 - 4,H,197006,POP,Number ('000),204.4,
F,Female,10-14,10 - 14,H,197006,POP,Number ('000),252.1,
F,Female,15-19,15 - 19,H,197006,POP,Number ('000),205.9,
F,Female,20-24,20 - 24,H,197006,POP,Number ('000),147.7,
F,Female,25-29,25 - 29,H,197006,POP,Number ('000),89.9,
F,Female,30-34,30 - 34,H,197006,POP,Number ('000),98.6,
F,Female,35-39,35 - 39,H,197006,POP,Number ('000),121.4,
F,Female,40-44,40 - 44,H,197006,POP,Number ('000),121.4,
F,Female,45-49,45 - 49,H,197006,POP,Number ('000),105.7,
F,Female,5-9,5 - 9,H,197006,POP,Number ('000),260.4,
F,Female,50-54,50 - 54,H,197006,POP,Number ('000),91.6,
F,Female,55-59,55 - 59,H,197006,POP,Number ('000),76.7,
F,Female,60-64,60 - 64,H,197006,POP,Number ('000),61.2,
F,Female,65-69,65 - 69,H,197006,POP,Number ('000),45.7,
F,Female,70-74,70 - 74,H,197006,POP,Number ('000),34.1,
F,Female,75-79,75 - 79,H,197006,POP,Number ('000),20.1,
F,Female,80-84,80 - 84,H,197006,POP,Number ('000),10.5,
F,Female,85+,≥85,H,197006,POP,Number ('000),5.3,
M,Male,,Total,H,197006,POP,Number ('000),2006.3,
M,Male,0-4,0 - 4,H,197006,POP,Number ('000),217,
M,Male,10-14,10 - 14,H,197006,POP,Number ('000),264.5,
M,Male,15-19,15 - 19,H,197006,POP,Number ('000),215.5,
M,Male,20-24,20 - 24,H,197006,POP,Number ('000),158.1,
M,Male,25-29,25 - 29,H,197006,POP,Number ('000),109.9,
M,Male,30-34,30 - 34,H,197006,POP,Number ('000),116.8,
M,Male,35-39,35 - 39,H,197006,POP,Number ('000),133.9,
M,Male,40-44,40 - 44,H,197006,POP,Number ('000),130.7,
M,Male,45-49,45 - 49,H,197006,POP,Number ('000),113.1,
M,Male,5-9,5 - 9,H,197006,POP,Number ('000),271,
M,Male,50-54,50 - 54,H,197006,POP,Number ('000),96.8,
M,Male,55-59,55 - 59,H,197006,POP,Number ('000),73.3,
M,Male,60-64,60 - 64,H,197006,POP,Number ('000),49.7,
M,Male,65-69,65 - 69,H,197006,POP,Number ('000),26.7,
M,Male,70-74,70 - 74,H,197006,POP,Number ('000),16.9,
M,Male,75-79,75 - 79,H,197006,POP,Number ('000),7.1,
M,Male,80-84,80 - 84,H,197006,POP,Number ('000),3.6,
M,Male,85+,≥85,H,197006,POP,Number ('000),1.7,
,Total,,Total,H,197012,POP,Number ('000),3995.4,
F,Female,,Total,H,197012,POP,Number ('000),,N.A.
M,Male,,Total,H,197012,POP,Number ('000),,N.A.
,Total,,Total,H,197106,POP,Number ('000),4045.3,
,Total,0-4,0 - 4,H,197106,POP,Number ('000),406,
,Total,10-14,10 - 14,H,197106,POP,Number ('000),531.4,
,Total,15-19,15 - 19,H,197106,POP,Number ('000),442.4,
,Total,20-24,20 - 24,H,197106,POP,Number ('000),341.8,
,Total,25-29,25 - 29,H,197106,POP,Number ('000),211.9,
,Total,30-34,30 - 34,H,197106,POP,Number ('000),209.6,
,Total,35-39,35 - 39,H,197106,POP,Number ('000),251.4,
,Total,40-44,40 - 44,H,197106,POP,Number ('000),258.7,
,Total,45-49,45 - 49,H,197106,POP,Number ('000),224.6,
,Total,5-9,5 - 9,H,197106,POP,Number ('000),514.7,
,Total,50-54,50 - 54,H,197106,POP,Number ('000),195.9,
,Total,55-59,55 - 59,H,197106,POP,Number ('000),155.6,
,Total,60-64,60 - 64,H,197106,POP,Number ('000),119,
,Total,65-69,65 - 69,H,197106,POP,Number ('000),75.6,
,Total,70-74,70 - 74,H,197106,POP,Number ('000),54.5,
,Total,75-79,75 - 79,H,197106,POP,Number ('000),29.1,
,Total,80-84,80 - 84,H,197106,POP,Number ('000),15.3,
,Total,85+,≥85,H,197106,POP,Number ('000),7.8,
F,Female,,Total,H,197106,POP,Number ('000),1988.1,
F,Female,0-4,0 - 4,H,197106,POP,Number ('000),196.7,
F,Female,10-14,10 - 14,H,197106,POP,Number ('000),259.6,
F,Female,15-19,15 - 19,H,197106,POP,Number ('000),215.1,
F,Female,20-24,20 - 24,H,197106,POP,Number ('000),164.4,
F,Female,25-29,25 - 29,H,197106,POP,Number ('000),95.4,
F,Female,30-34,30 - 34,H,197106,POP,Number ('000),94.4,
F,Female,35-39,35 - 39,H,197106,POP,Number ('000),118.3,
F,Female,40-44,40 - 44,H,197106,POP,Number ('000),123.8,
F,Female,45-49,45 - 49,H,197106,POP,Number ('000),108.4,
F,Female,5-9,5 - 9,H,197106,POP,Number ('000),252,
F,Female,50-54,50 - 54,H,197106,POP,Number ('000),94.6,
F,Female,55-59,55 - 59,H,197106,POP,Number ('000),78.9,
F,Female,60-64,60 - 64,H,197106,POP,Number ('000),64.3,
F,Female,65-69,65 - 69,H,197106,POP,Number ('000),47.2,
F,Female,70-74,70 - 74,H,197106,POP,Number ('000),36.1,
F,Female,75-79,75 - 79,H,197106,POP,Number ('000),21.5,
F,Female,80-84,80 - 84,H,197106,POP,Number ('000),11.4,
F,Female,85+,≥85,H,197106,POP,Number ('000),6,
M,Male,,Total,H,197106,POP,Number ('000),2057.2,
M,Male,0-4,0 - 4,H,197106,POP,Number ('000),209.3,
M,Male,10-14,10 - 14,H,197106,POP,Number ('000),271.8,
M,Male,15-19,15 - 19,H,197106,POP,Number ('000),227.3,
M,Male,20-24,20 - 24,H,197106,POP,Number ('000),177.4,
M,Male,25-29,25 - 29,H,197106,POP,Number ('000),116.5,
M,Male,30-34,30 - 34,H,197106,POP,Number ('000),115.2,
M,Male,35-39,35 - 39,H,197106,POP,Number ('000),133.1,
M,Male,40-44,40 - 44,H,197106,POP,Number ('000),134.9,
M,Male,45-49,45 - 49,H,197106,POP,Number ('000),116.2,
M,Male,5-9,5 - 9,H,197106,POP,Number ('000),262.7,
M,Male,50-54,50 - 54,H,197106,POP,Number ('000),101.3,
M,Male,55-59,55 - 59,H,197106,POP,Number ('000),76.7,
M,Male,60-64,60 - 64,H,197106,POP,Number ('000),54.7,
M,Male,65-69,65 - 69,H,197106,POP,Number ('000),28.4,
M,Male,70-74,70 - 74,H,197106,POP,Number ('000),18.4,
M,Male,75-79,75 - 79,H,197106,POP,Number ('000),7.6,
M,Male,80-84,80 - 84,H,197106,POP,Number ('000),3.9,
M,Male,85+,≥85,H,197106,POP,Number ('000),1.8,
,Total,,Total,H,197112,POP,Number ('000),4095.5,
F,Female,,Total,H,197112,POP,Number ('000),,N.A.
M,Male,,Total,H,197112,POP,Number ('000),,N.A.
,Total,,Total,H,197206,POP,Number ('000),4123.6,
,Total,0-4,0 - 4,H,197206,POP,Number ('000),397.7,
,Total,10-14,10 - 14,H,197206,POP,Number ('000),542.5,
,Total,15-19,15 - 19,H,197206,POP,Number ('000),462.6,
,Total,20-24,20 - 24,H,197206,POP,Number ('000),368.4,
,Total,25-29,25 - 29,H,197206,POP,Number ('000),229.9,
,Total,30-34,30 - 34,H,197206,POP,Number ('000),205.8,
,Total,35-39,35 - 39,H,197206,POP,Number ('000),245.3,
,Total,40-44,40 - 44,H,197206,POP,Number ('000),261.1,
,Total,45-49,45 - 49,H,197206,POP,Number ('000),231.5,
,Total,5-9,5 - 9,H,197206,POP,Number ('000),496,
,Total,50-54,50 - 54,H,197206,POP,Number ('000),201.7,
,Total,55-59,55 - 59,H,197206,POP,Number ('000),162.4,
,Total,60-64,60 - 64,H,197206,POP,Number ('000),125.1,
,Total,65-69,65 - 69,H,197206,POP,Number ('000),80.4,
,Total,70-74,70 - 74,H,197206,POP,Number ('000),57,
,Total,75-79,75 - 79,H,197206,POP,Number ('000),31.5,
,Total,80-84,80 - 84,H,197206,POP,Number ('000),16.1,
,Total,85+,≥85,H,197206,POP,Number ('000),8.6,
F,Female,,Total,H,197206,POP,Number ('000),2023.3,
F,Female,0-4,0 - 4,H,197206,POP,Number ('000),192.6,
F,Female,10-14,10 - 14,H,197206,POP,Number ('000),265.3,
F,Female,15-19,15 - 19,H,197206,POP,Number ('000),224.7,
F,Female,20-24,20 - 24,H,197206,POP,Number ('000),178,
F,Female,25-29,25 - 29,H,197206,POP,Number ('000),104.4,
F,Female,30-34,30 - 34,H,197206,POP,Number ('000),91.6,
F,Female,35-39,35 - 39,H,197206,POP,Number ('000),114.3,
F,Female,40-44,40 - 44,H,197206,POP,Number ('000),124.6,
F,Female,45-49,45 - 49,H,197206,POP,Number ('000),111.7,
F,Female,5-9,5 - 9,H,197206,POP,Number ('000),241.8,
F,Female,50-54,50 - 54,H,197206,POP,Number ('000),97.3,
F,Female,55-59,55 - 59,H,197206,POP,Number ('000),81.5,
F,Female,60-64,60 - 64,H,197206,POP,Number ('000),66.9,
F,Female,65-69,65 - 69,H,197206,POP,Number ('000),49.3,
F,Female,70-74,70 - 74,H,197206,POP,Number ('000),37.6,
F,Female,75-79,75 - 79,H,197206,POP,Number ('000),23,
F,Female,80-84,80 - 84,H,197206,POP,Number ('000),12.1,
F,Female,85+,≥85,H,197206,POP,Number ('000),6.6,
M,Male,,Total,H,197206,POP,Number ('000),2100.3,
M,Male,0-4,0 - 4,H,197206,POP,Number ('000),205.1,
M,Male,10-14,10 - 14,H,197206,POP,Number ('000),277.2,
M,Male,15-19,15 - 19,H,197206,POP,Number ('000),237.9,
M,Male,20-24,20 - 24,H,197206,POP,Number ('000),190.4,
M,Male,25-29,25 - 29,H,197206,POP,Number ('000),125.5,
M,Male,30-34,30 - 34,H,197206,POP,Number ('000),114.2,
M,Male,35-39,35 - 39,H,197206,POP,Number ('000),131,
M,Male,40-44,40 - 44,H,197206,POP,Number ('000),136.5,
M,Male,45-49,45 - 49,H,197206,POP,Number ('000),119.8,
M,Male,5-9,5 - 9,H,197206,POP,Number ('000),254.2,
M,Male,50-54,50 - 54,H,197206,POP,Number ('000),104.4,
M,Male,55-59,55 - 59,H,197206,POP,Number ('000),80.9,
M,Male,60-64,60 - 64,H,197206,POP,Number ('000),58.2,
M,Male,65-69,65 - 69,H,197206,POP,Number ('000),31.1,
M,Male,70-74,70 - 74,H,197206,POP,Number ('000),19.4,
M,Male,75-79,75 - 79,H,197206,POP,Number ('000),8.5,
M,Male,80-84,80 - 84,H,197206,POP,Number ('000),4,
M,Male,85+,≥85,H,197206,POP,Number ('000),2,
,Total,,Total,H,197212,POP,Number ('000),4184.3,
F,Female,,Total,H,197212,POP,Number ('000),,N.A.
M,Male,,Total,H,197212,POP,Number ('000),,N.A.
,Total,,Total,H,197306,POP,Number ('000),4241.6,
,Total,0-4,0 - 4,H,197306,POP,Number ('000),396.8,
,Total,10-14,10 - 14,H,197306,POP,Number ('000),552.5,
,Total,15-19,15 - 19,H,197306,POP,Number ('000),485.3,
,Total,20-24,20 - 24,H,197306,POP,Number ('000),394.2,
,Total,25-29,25 - 29,H,197306,POP,Number ('000),262.1,
,Total,30-34,30 - 34,H,197306,POP,Number ('000),204,
,Total,35-39,35 - 39,H,197306,POP,Number ('000),242.9,
,Total,40-44,40 - 44,H,197306,POP,Number ('000),261.5,
,Total,45-49,45 - 49,H,197306,POP,Number ('000),241.4,
,Total,5-9,5 - 9,H,197306,POP,Number ('000),479.4,
,Total,50-54,50 - 54,H,197306,POP,Number ('000),209.1,
,Total,55-59,55 - 59,H,197306,POP,Number ('000),170.7,
,Total,60-64,60 - 64,H,197306,POP,Number ('000),132.4,
,Total,65-69,65 - 69,H,197306,POP,Number ('000),87,
,Total,70-74,70 - 74,H,197306,POP,Number ('000),60.4,
,Total,75-79,75 - 79,H,197306,POP,Number ('000),34.9,
,Total,80-84,80 - 84,H,197306,POP,Number ('000),17.4,
,Total,85+,≥85,H,197306,POP,Number ('000),9.6,
F,Female,,Total,H,197306,POP,Number ('000),2078.2,
F,Female,0-4,0 - 4,H,197306,POP,Number ('000),192.4,
F,Female,10-14,10 - 14,H,197306,POP,Number ('000),270.1,
F,Female,15-19,15 - 19,H,197306,POP,Number ('000),235.9,
F,Female,20-24,20 - 24,H,197306,POP,Number ('000),189.9,
F,Female,25-29,25 - 29,H,197306,POP,Number ('000),119.6,
F,Female,30-34,30 - 34,H,197306,POP,Number ('000),90.3,
F,Female,35-39,35 - 39,H,197306,POP,Number ('000),112,
F,Female,40-44,40 - 44,H,197306,POP,Number ('000),124.5,
F,Female,45-49,45 - 49,H,197306,POP,Number ('000),116.5,
F,Female,5-9,5 - 9,H,197306,POP,Number ('000),233.1,
F,Female,50-54,50 - 54,H,197306,POP,Number ('000),101.2,
F,Female,55-59,55 - 59,H,197306,POP,Number ('000),85,
F,Female,60-64,60 - 64,H,197306,POP,Number ('000),70,
F,Female,65-69,65 - 69,H,197306,POP,Number ('000),52.3,
F,Female,70-74,70 - 74,H,197306,POP,Number ('000),39.8,
F,Female,75-79,75 - 79,H,197306,POP,Number ('000),25,
F,Female,80-84,80 - 84,H,197306,POP,Number ('000),13.2,
F,Female,85+,≥85,H,197306,POP,Number ('000),7.4,
M,Male,,Total,H,197306,POP,Number ('000),2163.4,
M,Male,0-4,0 - 4,H,197306,POP,Number ('000),204.4,
M,Male,10-14,10 - 14,H,197306,POP,Number ('000),282.4,
M,Male,15-19,15 - 19,H,197306,POP,Number ('000),249.4,
M,Male,20-24,20 - 24,H,197306,POP,Number ('000),204.3,
M,Male,25-29,25 - 29,H,197306,POP,Number ('000),142.5,
M,Male,30-34,30 - 34,H,197306,POP,Number ('000),113.7,
M,Male,35-39,35 - 39,H,197306,POP,Number ('000),130.9,
M,Male,40-44,40 - 44,H,197306,POP,Number ('000),137,
M,Male,45-49,45 - 49,H,197306,POP,Number ('000),124.9,
M,Male,5-9,5 - 9,H,197306,POP,Number ('000),246.3,
M,Male,50-54,50 - 54,H,197306,POP,Number ('000),107.9,
M,Male,55-59,55 - 59,H,197306,POP,Number ('000),85.7,
M,Male,60-64,60 - 64,H,197306,POP,Number ('000),62.4,
M,Male,65-69,65 - 69,H,197306,POP,Number ('000),34.7,
M,Male,70-74,70 - 74,H,197306,POP,Number ('000),20.6,
M,Male,75-79,75 - 79,H,197306,POP,Number ('000),9.9,
M,Male,80-84,80 - 84,H,197306,POP,Number ('000),4.2,
M,Male,85+,≥85,H,197306,POP,Number ('000),2.2,
,Total,,Total,H,197312,POP,Number ('000),4334.2,
F,Female,,Total,H,197312,POP,Number ('000),,N.A.
M,Male,,Total,H,197312,POP,Number ('000),,N.A.
,Total,,Total,H,197406,POP,Number ('000),4377.8,
,Total,0-4,0 - 4,H,197406,POP,Number ('000),400.2,
,Total,10-14,10 - 14,H,197406,POP,Number ('000),562.6,
,Total,15-19,15 - 19,H,197406,POP,Number ('000),508.3,
,Total,20-24,20 - 24,H,197406,POP,Number ('000),414.8,
,Total,25-29,25 - 29,H,197406,POP,Number ('000),305.2,
,Total,30-34,30 - 34,H,197406,POP,Number ('000),202.8,
,Total,35-39,35 - 39,H,197406,POP,Number ('000),244.1,
,Total,40-44,40 - 44,H,197406,POP,Number ('000),260.8,
,Total,45-49,45 - 49,H,197406,POP,Number ('000),250.9,
,Total,5-9,5 - 9,H,197406,POP,Number ('000),462.4,
,Total,50-54,50 - 54,H,197406,POP,Number ('000),218.6,
,Total,55-59,55 - 59,H,197406,POP,Number ('000),178.8,
,Total,60-64,60 - 64,H,197406,POP,Number ('000),141.6,
,Total,65-69,65 - 69,H,197406,POP,Number ('000),93.4,
,Total,70-74,70 - 74,H,197406,POP,Number ('000),65.3,
,Total,75-79,75 - 79,H,197406,POP,Number ('000),38.4,
,Total,80-84,80 - 84,H,197406,POP,Number ('000),19.1,
,Total,85+,≥85,H,197406,POP,Number ('000),10.5,
F,Female,,Total,H,197406,POP,Number ('000),2147.1,
F,Female,0-4,0 - 4,H,197406,POP,Number ('000),194.7,
F,Female,10-14,10 - 14,H,197406,POP,Number ('000),275.8,
F,Female,15-19,15 - 19,H,197406,POP,Number ('000),247.8,
F,Female,20-24,20 - 24,H,197406,POP,Number ('000),199.8,
F,Female,25-29,25 - 29,H,197406,POP,Number ('000),140.7,
F,Female,30-34,30 - 34,H,197406,POP,Number ('000),89.3,
F,Female,35-39,35 - 39,H,197406,POP,Number ('000),112,
F,Female,40-44,40 - 44,H,197406,POP,Number ('000),123.5,
F,Female,45-49,45 - 49,H,197406,POP,Number ('000),121.5,
F,Female,5-9,5 - 9,H,197406,POP,Number ('000),225.1,
F,Female,50-54,50 - 54,H,197406,POP,Number ('000),106.5,
F,Female,55-59,55 - 59,H,197406,POP,Number ('000),88.9,
F,Female,60-64,60 - 64,H,197406,POP,Number ('000),73.9,
F,Female,65-69,65 - 69,H,197406,POP,Number ('000),55.1,
F,Female,70-74,70 - 74,H,197406,POP,Number ('000),43,
F,Female,75-79,75 - 79,H,197406,POP,Number ('000),27,
F,Female,80-84,80 - 84,H,197406,POP,Number ('000),14.4,
F,Female,85+,≥85,H,197406,POP,Number ('000),8.1,
M,Male,,Total,H,197406,POP,Number ('000),2230.7,
M,Male,0-4,0 - 4,H,197406,POP,Number ('000),205.5,
M,Male,10-14,10 - 14,H,197406,POP,Number ('000),286.8,
M,Male,15-19,15 - 19,H,197406,POP,Number ('000),260.5,
M,Male,20-24,20 - 24,H,197406,POP,Number ('000),215,
M,Male,25-29,25 - 29,H,197406,POP,Number ('000),164.5,
M,Male,30-34,30 - 34,H,197406,POP,Number ('000),113.5,
M,Male,35-39,35 - 39,H,197406,POP,Number ('000),132.1,
M,Male,40-44,40 - 44,H,197406,POP,Number ('000),137.3,
M,Male,45-49,45 - 49,H,197406,POP,Number ('000),129.4,
M,Male,5-9,5 - 9,H,197406,POP,Number ('000),237.3,
M,Male,50-54,50 - 54,H,197406,POP,Number ('000),112.1,
M,Male,55-59,55 - 59,H,197406,POP,Number ('000),89.9,
M,Male,60-64,60 - 64,H,197406,POP,Number ('000),67.7,
M,Male,65-69,65 - 69,H,197406,POP,Number ('000),38.3,
M,Male,70-74,70 - 74,H,197406,POP,Number ('000),22.3,
M,Male,75-79,75 - 79,H,197406,POP,Number ('000),11.4,
M,Male,80-84,80 - 84,H,197406,POP,Number ('000),4.7,
