route,bound,service_type,orig_en,orig_tc,orig_sc,dest_en,dest_tc,dest_sc,data_timestamp
260X,O,1,TUEN MUN (PO TIN ESTATE),屯門(寶田邨),屯门(宝田邨),HUNG HOM STATION,紅磡站,红磡站,
260X,O,3,TUEN MUN (TAI HING ESTATE),屯門(大興邨),屯门(大兴邨),HUNG HOM STATION,紅磡站,红磡站,
260X,I,1,HUNG HOM STATION,紅磡站,红磡站,TUEN MUN (PO TIN ESTATE),屯門(寶田邨),屯门(宝田邨),
261,O,1,TUEN MUN (SAM SHING ESTATE),屯門(三聖邨),屯门(三圣邨),FANLING (CHEUNG WAH),粉嶺(祥華),粉岭(祥华),
261,I,1,FANLING (CHEUNG WAH),粉嶺(祥華),粉岭(祥华),TUEN MUN (SAM SHING ESTATE),屯門(三聖邨),屯门(三圣邨),
261B,O,1,TUEN MUN (SAM SHING ESTATE),屯門(三聖邨),屯门(三圣邨),KOWLOON STATION,九龍站,九龙站,
261B,O,2,SO KWUN WAT,掃管笏,扫管笏,KOWLOON STATION,九龍站,九龙站,
261P,O,1,TUEN MUN (SIU HONG COURT),屯門(兆康苑),屯门(兆康苑),SHEUNG SHUI (TIN PING),上水(天平),上水(天平),
261P,I,1,SHEUNG SHUI (TIN PING),上水(天平),上水(天平),TUEN MUN (SIU HONG COURT),屯門(兆康苑),屯门(兆康苑),
261S,O,1,TUEN MUN (PO TIN ESTATE),屯門(寶田邨),屯门(宝田邨),SHEUNG SHUI (TIN PING),上水(天平),上水(天平),
261X,O,1,SO KWUN WAT,掃管笏,扫管笏,FANLING (CHEUNG WAH),粉嶺(祥華),粉岭(祥华),
261X,I,1,FANLING (CHEUNG WAH),粉嶺(祥華),粉岭(祥华),SO KWUN WAT,掃管笏,扫管笏,
263,O,1,TUEN MUN STATION,屯門站,屯门站,SHATIN STATION,沙田站,沙田站,
263,I,1,SHATIN STATION,沙田站,沙田站,TUEN MUN STATION,屯門站,屯门站,
263A,O,1,TUEN MUN STATION,屯門站,屯门站,HONG KONG SCIENCE PARK,香港科學園,香港科学园,
263A,I,1,HONG KONG SCIENCE PARK,香港科學園,香港科学园,TUEN MUN STATION,屯門站,屯门站,
263B,O,1,TUEN MUN STATION,屯門站,屯门站,FO TAN   (SHAN MEI ST),火炭(山尾街),火炭(山尾街),
263B,I,1,FO TAN   (SHAN MEI ST),火炭(山尾街),火炭(山尾街),TUEN MUN STATION,屯門站,屯门站,
263C,O,1,TUEN MUN STATION,屯門站,屯门站,EDUCATION UNIVERSITY OF HONG KONG,香港教育大學,香港教育大学,
263C,I,1,EDUCATION UNIVERSITY OF HONG KONG,香港教育大學,香港教育大学,TUEN MUN STATION,屯門站,屯门站,
264R,O,1,TIN YIU,天耀,天耀,TAI PO MARKET STATION,大埔墟站,大埔墟站,
264R,I,1,TAI PO MARKET STATION,大埔墟站,大埔墟站,TIN YIU,天耀,天耀,
265B,O,1,TIN HENG ESTATE,天恆邨,天恒邨,MONG KOK (PARK AVENUE),旺角(柏景灣),旺角(柏景湾),
265B,I,1,MONG KOK (PARK AVENUE),旺角(柏景灣),旺角(柏景湾),TIN HENG ESTATE,天恆邨,天恒邨,
265M,O,1,TIN HENG ESTATE,天恆邨,天恒邨,KWAI CHUNG (LAI YIU ESTATE),葵涌(麗瑤邨),葵涌(丽瑶邨),
265M,I,1,KWAI CHUNG (LAI YIU ESTATE),葵涌(麗瑤邨),葵涌(丽瑶邨),TIN HENG ESTATE,天恆邨,天恒邨,
265P,O,1,TIN YAN ESTATE,天恩邨,天恩邨,TSUEN WAN STATION,荃灣站,荃湾站,
265P,I,1,CHUNG ON STREET TSUEN WAN,荃灣眾安街,荃湾众安街,TIN YAN ESTATE,天恩邨,天恩邨,
265S,O,1,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,EDUCATION UNIVERSITY OF HONG KONG,香港教育大學,香港教育大学,
265S,O,2,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,EDUCATION UNIVERSITY OF HONG KONG,香港教育大學,香港教育大学,
265S,I,1,TAI PO INDUSTRIAL ESTATE,大埔工業邨,大埔工业邨,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,
267X,O,1,TUEN MUN (SIU HONG COURT),屯門(兆康苑),屯门(兆康苑),LAM TIN STATION,藍田站,蓝田站,
267X,I,1,LAM TIN STATION,藍田站,蓝田站,TUEN MUN (SIU HONG COURT),屯門(兆康苑),屯门(兆康苑),
268,O,1,YAU POK ROAD PUBLIC HOUSING (SOUTH),攸壆路簡約公屋 (南),攸壆路简约公屋 (南),PAT HEUNG ROAD,八鄉路,八乡路,
268,I,1,PAT HEUNG ROAD,八鄉路,八乡路,YAU POK ROAD PUBLIC HOUSING (SOUTH),攸壆路簡約公屋 (南),攸壆路简约公屋 (南),
268A,O,1,LONG PING ESTATE,朗屏邨,朗屏邨,KWUN TONG FERRY,觀塘碼頭,观塘码头,
268A,I,1,KWUN TONG FERRY,觀塘碼頭,观塘码头,LONG PING ESTATE,朗屏邨,朗屏邨,
268B,O,1,LONG PING STATION,朗屏站,朗屏站,HUNG HOM (HUNG LUEN ROAD),紅磡(紅鸞道),红磡(红鸾道),
268B,O,3,HUNG FUK ESTATE HUNG YUEN ROAD,洪元路(洪福邨),洪元路(洪福邨),HUNG HOM (HUNG LUEN ROAD),紅磡(紅鸞道),红磡(红鸾道),
268B,I,1,HUNG HOM (HUNG LUEN ROAD),紅磡(紅鸞道),红磡(红鸾道),LONG PING STATION,朗屏站,朗屏站,
268C,O,1,LONG PING STATION,朗屏站,朗屏站,KWUN TONG FERRY,觀塘碼頭,观塘码头,
268C,O,2,SILVER FIELD GARDEN,銀田花園,银田花园,KWUN TONG FERRY,觀塘碼頭,观塘码头,
268C,I,1,KWUN TONG FERRY,觀塘碼頭,观塘码头,LONG PING STATION,朗屏站,朗屏站,
268C,I,2,TING FU STREET KWUN TONG,觀塘定富街,观塘定富街,LONG PING STATION,朗屏站,朗屏站,
268C,I,4,KWUN TONG FERRY,觀塘碼頭,观塘码头,LONG PING STATION,朗屏站,朗屏站,
268M,O,1,PARK YOHO,峻巒,峻峦,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,
268M,I,1,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,PARK YOHO,峻巒,峻峦,
268P,O,1,MA WANG ROAD (SAN SHUI HOUSE),媽橫路(山水樓),妈横路(山水楼),KWUN TONG FERRY,觀塘碼頭,观塘码头,
268P,I,1,KWUN TONG FERRY,觀塘碼頭,观塘码头,LONG PING STATION,朗屏站,朗屏站,
268X,O,1,HUNG SHUI KIU (HUNG FUK ESTATE),洪水橋(洪福邨),洪水桥(洪福邨),JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),
268X,O,3,YUET PING HOUSE LONG PING ESTATE,朗屏邨悅屏樓,朗屏邨悦屏楼,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),
268X,I,1,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),HUNG SHUI KIU (HUNG FUK ESTATE),洪水橋(洪福邨),洪水桥(洪福邨),
269B,O,1,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,HUNG HOM (HUNG LUEN ROAD),紅磡(紅鸞道),红磡(红鸾道),
269B,O,4,TIN YAN ESTATE,天恩邨,天恩邨,HUNG HOM (HUNG LUEN ROAD),紅磡(紅鸞道),红磡(红鸾道),
269B,I,1,HUNG HOM (HUNG LUEN ROAD),紅磡(紅鸞道),红磡(红鸾道),TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,
269C,O,1,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,KWUN TONG FERRY,觀塘碼頭,观塘码头,
269C,O,5,TIN TSZ,天慈,天慈,KWUN TONG FERRY,觀塘碼頭,观塘码头,
269C,I,1,KWUN TONG FERRY,觀塘碼頭,观塘码头,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,
269D,O,1,TIN FU,天富,天富,LEK YUEN,瀝源,沥源,
269D,O,2,TIN SHUI WAI STATION,天水圍站,天水围站,LEK YUEN,瀝源,沥源,
269D,O,3,TIN FU,天富,天富,LEK YUEN,瀝源,沥源,
269D,O,4,TIN FU,天富,天富,LEK YUEN,瀝源,沥源,
269D,I,1,LEK YUEN,瀝源,沥源,TIN FU,天富,天富,
269M,O,1,TIN YAN ESTATE,天恩邨,天恩邨,CHO YIU,祖堯,祖尧,
269M,I,1,CHO YIU,祖堯,祖尧,TIN YAN ESTATE,天恩邨,天恩邨,
269P,O,1,KWAI CHUNG (KWAI FONG ESTATE),葵涌(葵芳邨),葵涌(葵芳邨),TIN YAN ESTATE,天恩邨,天恩邨,
269P,I,1,TIN YAN ESTATE,天恩邨,天恩邨,KWAI CHUNG (KWAI FONG ESTATE),葵涌(葵芳邨),葵涌(葵芳邨),
269R,O,1,HONG KONG COLISEUM,紅磡香港體育館,红磡香港体育馆,TIN HENG ESTATE,天恆邨,天恒邨,
269S,O,1,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,KWUN TONG FERRY,觀塘碼頭,观塘码头,
269S,O,2,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,KWUN TONG FERRY,觀塘碼頭,观塘码头,
269S,I,1,KWUN TONG FERRY,觀塘碼頭,观塘码头,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,
269S,I,2,KWUN TONG FERRY,觀塘碼頭,观塘码头,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,
269X,O,1,TIN SHUI,天瑞,天瑞,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),
269X,I,1,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),TIN SHUI,天瑞,天瑞,
270,O,1,TSUI LAI GARDEN,翠麗花園,翠丽花园,TIN PING ESTATE (CIRCULAR),天平邨(循環線),天平邨(循环线),
270,O,2,SHEUNG SHUI (TIN PING),上水(天平),上水(天平),TSUI LAI GARDEN,翠麗花園,翠丽花园,
270A,O,1,SHEUNG SHUI,上水,上水,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),
270A,I,1,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),SHEUNG SHUI,上水,上水,
270B,O,1,SHEUNG SHUI,上水,上水,OLYMPIC STATION,奧運站,奥运站,
270B,O,2,SHEUNG SHUI,上水,上水,CHARMING GARDEN,富榮花園,富荣花园,
270B,I,1,OLYMPIC STATION,奧運站,奥运站,SHEUNG SHUI,上水,上水,
270B,I,2,SHAM SHUI PO,深水埗,深水埗,SHEUNG SHUI,上水,上水,
270B,I,3,OLYMPIC STATION,奧運站,奥运站,SHEUNG SHUI,上水,上水,
270C,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),
270C,I,1,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
270D,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),SHAM SHUI PO,深水埗,深水埗,
270D,I,1,SHAM SHUI PO (YEN CHOW ST),深水埗(欽州街),深水埗(钦州街),FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
270P,O,1,SHEUNG SHUI,上水,上水,KOWLOON STATION,九龍站,九龙站,
270R,O,1,HONG KONG COLISEUM,紅磡香港體育館,红磡香港体育馆,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
270S,O,1,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
271,O,1,TAI PO (FU HENG),大埔(富亨),大埔(富亨),JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),
271,I,1,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),TAI PO (FU HENG),大埔(富亨),大埔(富亨),
271,I,2,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),TAI PO (FU HENG),大埔(富亨),大埔(富亨),
271A,O,1,FU TIP BUS TERMINUS,富蝶總站,富蝶总站,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),
271A,I,1,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),FU TIP BUS TERMINUS,富蝶總站,富蝶总站,
271B,O,1,TAI PO (FU HENG),大埔(富亨),大埔(富亨),JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),
271B,I,1,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),TAI PO (FU HENG),大埔(富亨),大埔(富亨),
271P,O,1,KAU LUNG HANG,九龍坑,九龙坑,TSIM SHA TSUI (CANTON ROAD),尖沙咀(廣東道),尖沙咀(广东道),
271R,O,1,HONG KONG COLISEUM,紅磡香港體育館,红磡香港体育馆,TAI PO (TAI WO),大埔(太和),大埔(太和),
271S,O,1,HUNG HOM STATION,紅磡站,红磡站,TAI PO (TAI WO),大埔(太和),大埔(太和),
271X,O,1,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),TAI PO (FU HENG),大埔(富亨),大埔(富亨),
272A,O,1,UNIVERSITY STATION,大學站,大学站,PAK SHEK KOK (CIRCULAR),白石角(循環線),白石角(循环线),
272A,O,2,UNIVERSITY STATION,大學站,大学站,POK YIN ROAD,博研路,博研路,
272A,O,3,PAK SHEK KOK,白石角,白石角,UNIVERSITY STATION,大學站,大学站,
272A,O,4,UNIVERSITY STATION,大學站,大学站,PAK SHEK KOK (CIRCULAR),白石角(循環線),白石角(循环线),
272E,O,1,TAI PO (TAI WO),大埔(太和),大埔(太和),MONG KOK (PARK AVENUE),旺角(柏景灣),旺角(柏景湾),
272E,I,1,MONG KOK (PARK AVENUE),旺角(柏景灣),旺角(柏景湾),TAI PO (TAI WO),大埔(太和),大埔(太和),
272K,O,1,UNIVERSITY STATION,大學站,大学站,HONG KONG SCIENCE PARK (CIRCULAR),香港科學園(循環線),香港科学园(循环线),
272P,O,1,TAI PO (FU HENG),大埔(富亨),大埔(富亨),KWAI HING STATION,葵興站,葵兴站,
272P,O,2,FU TIP BUS TERMINUS,富蝶總站,富蝶总站,KWAI HING STATION,葵興站,葵兴站,
272P,I,1,KWAI HING STATION,葵興站,葵兴站,TAI PO (FU HENG),大埔(富亨),大埔(富亨),
272P,I,2,KWAI HING STATION,葵興站,葵兴站,FU TIP BUS TERMINUS,富蝶總站,富蝶总站,
272S,O,1,DIAMOND HILL STATION,鑽石山站,钻石山站,HONG KONG SCIENCE PARK,香港科學園,香港科学园,
272S,I,1,HONG KONG SCIENCE PARK,香港科學園,香港科学园,DIAMOND HILL STATION,鑽石山站,钻石山站,
272X,O,1,TAI PO CENTRAL,大埔中心,大埔中心,MONG KOK EAST STATION,旺角東站,旺角东站,
272X,I,1,MONG KOK EAST STATION,旺角東站,旺角东站,TAI PO CENTRAL,大埔中心,大埔中心,
273,O,1,FANLING (WAH MING),粉嶺(華明),粉岭(华明),FANLING STATION (CIRCULAR),粉嶺站(循環線),粉岭站(循环线),
273A,O,1,SHEUNG SHUI (CHOI YUEN),上水(彩園),上水(彩园),WAH MING (CIRCULAR),華明(循環線),华明(循环线),
273A,O,2,SHEUNG SHUI (CHOI YUEN),上水(彩園),上水(彩园),WAH MING (CIRCULAR),華明(循環線),华明(循环线),
273A,O,3,FANLING (WAH MING),粉嶺(華明),粉岭(华明),SHEUNG SHUI (CHOI YUEN),上水(彩園),上水(彩园),
273B,O,1,SHEUNG SHUI (CHING HO),上水(清河),上水(清河),SHEUNG SHUI STATION (CIRCULAR),上水站(循環線),上水站(循环线),
273B,O,2,SHEUNG SHUI (CHING HO),上水(清河),上水(清河),SHEUNG SHUI STATION,上水站(只往上水站),上水站(只往上水站),
273C,O,1,KAU LUNG HANG,九龍坑,九龙坑,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,
273D,O,1,SHEUNG SHUI,上水,上水,WAH MING (CIRCULAR),華明(循環線),华明(循环线),
273D,O,2,SHEUNG SHUI,上水,上水,WAH MING (CIRCULAR),華明(循環線),华明(循环线),
273P,O,1,TAI PO (TAI WO),大埔(太和),大埔(太和),TSUEN WAN WEST STATION,荃灣西站,荃湾西站,
273S,O,1,FANLING (FAI MING ROAD),粉嶺(暉明路),粉岭(晖明路),FANLING STATION,粉嶺站,粉岭站,
273S,I,1,FANLING STATION,粉嶺站,粉岭站,FANLING (WAH MING),粉嶺(華明),粉岭(华明),
274,O,1,SHEUNG SHUI (TAI PING),上水(太平),上水(太平),WU KAI SHA STATION,烏溪沙站,乌溪沙站,
274P,O,1,WU KAI SHA STATION,烏溪沙站,乌溪沙站,TAI PO INDUSTRIAL ESTATE,大埔工業邨,大埔工业邨,
274P,I,1,TAI PO INDUSTRIAL ESTATE,大埔工業邨,大埔工业邨,WU KAI SHA STATION,烏溪沙站,乌溪沙站,
274X,O,1,KWUN TONG FERRY,觀塘碼頭,观塘码头,TAI PO CENTRAL,大埔中心,大埔中心,
275R,O,1,TAI PO MARKET STATION,大埔墟站,大埔墟站,WU KAU TANG,烏蛟騰,乌蛟腾,
275R,I,1,WU KAU TANG,烏蛟騰,乌蛟腾,TAI PO MARKET STATION,大埔墟站,大埔墟站,
275X,O,1,TAI PO (FU SHIN),大埔(富善),大埔(富善),HUNG HOM (HUNG LUEN ROAD),紅磡(紅鸞道),红磡(红鸾道),
275X,I,1,HUNG HOM (HUNG LUEN ROAD),紅磡(紅鸞道),红磡(红鸾道),TAI PO (FU SHIN),大埔(富善),大埔(富善),
276,O,1,TIN TSZ,天慈,天慈,SHEUNG SHUI,上水,上水,
276,I,1,SHEUNG SHUI,上水,上水,TIN TSZ,天慈,天慈,
276A,O,1,TIN HENG ESTATE,天恆邨,天恒邨,SHEUNG SHUI (TAI PING),上水(太平),上水(太平),
276A,O,2,YAN FU HOUSE TIN FU COURT,天富苑欣富閣,天富苑欣富阁,SHEUNG SHUI (TAI PING),上水(太平),上水(太平),
276A,I,1,SHEUNG SHUI (TAI PING),上水(太平),上水(太平),TIN HENG ESTATE,天恆邨,天恒邨,
276B,O,1,TIN FU,天富,天富,SHEUNG SHUI (CHOI YUEN),上水(彩園),上水(彩园),
276B,I,1,SHEUNG SHUI (CHOI YUEN),上水(彩園),上水(彩园),TIN FU,天富,天富,
276C,O,1,TIN SHUI WAI STATION,天水圍站,天水围站,FANLING (CHEUNG WAH),粉嶺(祥華),粉岭(祥华),
276C,I,1,FANLING (CHEUNG WAH),粉嶺(祥華),粉岭(祥华),TIN SHUI WAI STATION,天水圍站,天水围站,
276P,O,1,TIN SHUI WAI STATION,天水圍站,天水围站,SHEUNG SHUI,上水,上水,
276P,I,1,SHEUNG SHUI,上水,上水,TIN SHUI WAI STATION,天水圍站,天水围站,
277A,O,1,SHA TAU KOK,沙頭角,沙头角,LAM TIN STATION,藍田站,蓝田站,
277A,I,1,LAM TIN STATION,藍田站,蓝田站,SHA TAU KOK,沙頭角,沙头角,
277E,O,1,SHEUNG SHUI (TIN PING),上水(天平),上水(天平),LAM TIN STATION,藍田站,蓝田站,
277E,O,2,SHEUNG SHUI (TIN PING),上水(天平),上水(天平),LAM TIN STATION,藍田站,蓝田站,
277E,I,1,LAM TIN STATION,藍田站,蓝田站,SHEUNG SHUI (TIN PING),上水(天平),上水(天平),
277P,O,1,SHEUNG SHUI (TIN PING),上水(天平),上水(天平),LAM TIN STATION,藍田站,蓝田站,
277P,I,1,LAM TIN STATION,藍田站,蓝田站,SHEUNG SHUI (TIN PING),上水(天平),上水(天平),
277X,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),LAM TIN STATION,藍田站,蓝田站,
277X,O,2,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),LAM TIN STATION,藍田站,蓝田站,
277X,O,3,FANLING (WAH MING),粉嶺(華明),粉岭(华明),LAM TIN STATION,藍田站,蓝田站,
277X,I,1,LAM TIN STATION,藍田站,蓝田站,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
278A,O,1,QUEEN'S HILL,皇后山,皇后山,TSUEN WAN (NINA TOWER),荃灣(如心廣場),荃湾(如心广场),
278A,I,1,TSUEN WAN (NINA TOWER),荃灣(如心廣場),荃湾(如心广场),QUEEN'S HILL,皇后山,皇后山,
278K,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),FANLING STATION (CIRCULAR),粉嶺站(循環線),粉岭站(循环线),
278K,O,2,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),FANLING STATION (CIR.) [AM],粉嶺站(循環線) [上午特別路線],粉岭站(循环线) [上午特别路线],
278K,O,3,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),FANLING STATION (CIR.) [PM],粉嶺站(循環線) [下午特別路線],粉岭站(循环线) [下午特别路线],
278P,O,1,SHEUNG SHUI (TAI PING),上水(太平),上水(太平),TSUEN WAN (NINA TOWER),荃灣(如心廣場),荃湾(如心广场),
278X,O,1,SHEUNG SHUI,上水,上水,TSUEN WAN (NINA TOWER),荃灣(如心廣場),荃湾(如心广场),
278X,I,1,TSUEN WAN (NINA TOWER),荃灣(如心廣場),荃湾(如心广场),SHEUNG SHUI,上水,上水,
279A,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),TSING YI STATION,青衣站,青衣站,
279B,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),KWAI HING STATION,葵興站,葵兴站,
279S,O,1,TSING YI (CHEUNG CHING ESTATE),青衣(長青邨),青衣(长青邨),WO HOP SHEK,和合石,和合石,
279S,I,1,WO HOP SHEK,和合石,和合石,TSING YI (CHEUNG CHING ESTATE),青衣(長青邨),青衣(长青邨),
279X,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),TSING YI STATION,青衣站,青衣站,
279X,I,1,TSING YI STATION,青衣站,青衣站,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
280X,O,1,SUI WO COURT,穗禾苑,穗禾苑,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),
280X,O,2,ROYAL ASCOT,駿景園,骏景园,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),
280X,I,1,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),SUI WO COURT,穗禾苑,穗禾苑,
281,O,1,TAI WAI STATION,大圍站,大围站,SUN TIN WAI (CIRCULAR),新田圍 (循環線),新田围 (循环线),
281A,O,1,KWONG YUEN,廣源,广源,KOWLOON STATION,九龍站,九龙站,
281A,I,1,KOWLOON STATION,九龍站,九龙站,KWONG YUEN,廣源,广源,
281B,O,1,SHEK MUN ESTATE,碩門邨,硕门邨,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),
281E,O,1,HAIPHONG ROAD TSIM SHA TSUI,尖沙咀海防道,尖沙咀海防道,KWONG YUEN,廣源,广源,
281X,O,1,YIU ON,耀安,耀安,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),
282,O,1,SHATIN CENTRAL,沙田巿中心,沙田巿中心,SUN TIN WAI (CIRCULAR),新田圍(循環線),新田围(循环线),
283,O,1,SHATIN CENTRAL,沙田巿中心,沙田巿中心,MEI CHUNG COURT (CIRCULAR),美松苑(循環線),美松苑(循环线),
284,O,1,SHATIN CENTRAL,沙田巿中心,沙田巿中心,RAVANA GARDEN (CIRCULAR),濱景花園(循環線),滨景花园(循环线),
285,O,1,FO TAN CHUN YEUNG ESTATE,火炭駿洋邨,火炭骏洋邨,SHA TIN CENTRAL (CIRCULAR),沙田市中心(循環線),沙田市中心(循环线),
285A,O,1,FO TAN CHUN YEUNG ESTATE,火炭駿洋邨,火炭骏洋邨,FO TAN STATION (CIRCULAR),火炭站 (循環線),火炭站 (循环线),
285A,I,1,FO TAN STATION,火炭站,火炭站,FO TAN CHUN YEUNG ESTATE (CIRCULAR),火炭駿洋邨 (循環線),火炭骏洋邨 (循环线),
285A,I,2,FO TAN STATION,火炭站,火炭站,FO TAN CHUN YEUNG ESTATE,火炭駿洋邨,火炭骏洋邨,
286A,O,1,SHATIN WAI,沙田圍,沙田围,CHEUNG SHA WAN (CIRCULAR),長沙灣 (循環線),长沙湾 (循环线),
286C,O,1,LEE ON,利安,利安,CHEUNG SHA WAN (HOI TAT ESTATE),長沙灣(海達邨),长沙湾(海达邨),
286C,I,1,CHEUNG SHA WAN (HOI TAT ESTATE),長沙灣(海達邨),长沙湾(海达邨),LEE ON,利安,利安,
286D,O,1,MA ON SHAN TOWN CENTRE,馬鞍山市中心,马鞍山市中心,SHAM SHUI PO,深水埗,深水埗,
286D,I,1,SHAM SHUI PO (YEN CHOW ST),深水埗(欽州街),深水埗(钦州街),MA ON SHAN TOWN CENTRE,馬鞍山市中心,马鞍山市中心,
286P,O,1,MEI CHUNG COURT,美松苑,美松苑,CHEUNG SHA WAN,長沙灣,长沙湾,
286X,O,1,HIN KENG,顯徑,显径,SHAM SHUI PO (CIRCULAR),深水埗(循環線),深水埗(循环线),
286X,O,2,HIN KENG,顯徑,显径,SHAM SHUI PO (CIRCULAR),深水埗(循環線),深水埗(循环线),
287,O,1,UNIVERSITY STATION,大學站,大学站,GO PARK Sai Sha (CIRCULAR),西沙 GO PARK (循環線),西沙 GO PARK (循环线),
287D,O,1,HUNG HOM STATION,紅磡站,红磡站,KAM YING COURT,錦英苑,锦英苑,
287P,O,1,SHUI CHUEN O,水泉澳,水泉澳,YAU MA TEI,油麻地,油麻地,
287X,O,1,SHUI CHUEN O,水泉澳,水泉澳,JORDAN (CIRCULAR),佐敦(循環線),佐敦(循环线),
288,O,1,SHUI CHUEN O (UPPER),水泉澳(上),水泉澳(上),SHA TIN CENTRAL (CIRCULAR),沙田市中心(循環線),沙田市中心(循环线),
288A,O,1,SHUI CHUEN O,水泉澳,水泉澳,SHA TIN CENTRAL,沙田市中心,沙田市中心,
288B,O,1,SHUI CHUEN O,水泉澳,水泉澳,FO TAN CHUN YEUNG ESTATE,火炭駿洋邨,火炭骏洋邨,
288B,I,1,FO TAN CHUN YEUNG ESTATE,火炭駿洋邨,火炭骏洋邨,SHUI CHUEN O,水泉澳,水泉澳,
288C,O,1,SHUI CHUEN O,水泉澳,水泉澳,HIN KENG,顯徑,显径,
289K,O,1,UNIVERSITY STATION,大學站,大学站,CHEVALIER GARDEN (CIRCULAR),富安花園(循環線),富安花园(循环线),
289K,O,2,CHEVALIER GARDEN,富安花園,富安花园,UNIVERSITY STATION,大學站,大学站,
289R,O,1,WONG SHEK PIER,黃石碼頭,黄石码头,SHATIN CENTRAL,沙田巿中心,沙田巿中心,
289R,I,1,SHATIN CENTRAL,沙田巿中心,沙田巿中心,WONG SHEK PIER,黃石碼頭,黄石码头,
290,O,1,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),坑口(北)(將軍澳醫院),坑口(北)(将军澳医院),TSUEN WAN WEST STATION,荃灣西站,荃湾西站,
