kmb_route,citybus_route,kmb_orig_en,kmb_dest_en,citybus_orig_en,citybus_dest_en,origin_match,dest_match,cross_match,match_type
3M,302,TSZ WAN SHAN (NORTH),CHOI WAN,Tsz Wan Shan (North),Sheung Wan,True,False,False,name_similarity
3M,302A,TSZ WAN SHAN (NORTH),CHOI WAN,Tsz Wan Shan (North),North Point (Healthy Village),True,False,False,name_similarity
3M,606,TSZ WAN SHAN (NORTH),CHOI WAN,Siu Sai Wan (Island Resort),Choi Wan (Fung Shing Street),False,True,False,name_similarity
3M,A23,TSZ WAN SHAN (NORTH),CHOI WAN,Tsz Wan Shan (North),Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
3M,N23,TSZ WAN SHAN (NORTH),CHOI WAN,Tsz Wan Shan (North),Tung Chung Station,True,False,False,name_similarity
3M,606,CHOI WAN,TSZ WAN SHAN (NORTH),Siu Sai Wan (Island Resort),Choi Wan (Fung Shing Street),False,False,True,name_similarity
3M,606A,CHOI WAN,TSZ WAN SHAN (NORTH),Choi Wan (Fung Shing Street),Yiu Tung Estate,True,False,False,name_similarity
3M,606,CHOI WAN,TSZ WAN SHAN (SOUTH),Siu Sai Wan (Island Resort),Choi Wan (Fung Shing Street),False,False,True,name_similarity
3M,606A,CHOI WAN,TSZ WAN SHAN (SOUTH),Choi Wan (Fung Shing Street),Yiu Tung Estate,True,False,False,name_similarity
3S,671,DIAMOND HILL STATION,DIAMOND HILL CEMETERY (CIRCULAR),Ap Lei Chau (Lee Lok Street),Diamond Hill Station,False,False,True,name_similarity
3S,671X,DIAMOND HILL STATION,DIAMOND HILL CEMETERY (CIRCULAR),Ap Lei Chau (Lee Lok Street),Diamond Hill Station,False,False,True,name_similarity
3X,302,TSZ WAN SHAN (NORTH),CHINA FERRY TERMINAL,Tsz Wan Shan (North),Sheung Wan,True,False,False,name_similarity
3X,302A,TSZ WAN SHAN (NORTH),CHINA FERRY TERMINAL,Tsz Wan Shan (North),North Point (Healthy Village),True,False,False,name_similarity
3X,A23,TSZ WAN SHAN (NORTH),CHINA FERRY TERMINAL,Tsz Wan Shan (North),Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
3X,N23,TSZ WAN SHAN (NORTH),CHINA FERRY TERMINAL,Tsz Wan Shan (North),Tung Chung Station,True,False,False,name_similarity
3X,302,TSZ WAN SHAN (NORTH),CHINA FERRY TERMINAL,Tsz Wan Shan (North),Sheung Wan,True,False,False,name_similarity
3X,302A,TSZ WAN SHAN (NORTH),CHINA FERRY TERMINAL,Tsz Wan Shan (North),North Point (Healthy Village),True,False,False,name_similarity
3X,A23,TSZ WAN SHAN (NORTH),CHINA FERRY TERMINAL,Tsz Wan Shan (North),Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
3X,N23,TSZ WAN SHAN (NORTH),CHINA FERRY TERMINAL,Tsz Wan Shan (North),Tung Chung Station,True,False,False,name_similarity
5,H2,FU SHAN ESTATE,STAR FERRY,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
5,3A,STAR FERRY,FU SHAN ESTATE,Central (Star Ferry),Felix Villas,True,False,False,name_similarity
5,629,STAR FERRY,FU SHAN ESTATE,Central (Star Ferry),Ocean Park (Main Entrance / Water World),True,False,False,name_similarity
5,H1,STAR FERRY,FU SHAN ESTATE,Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,False,name_similarity
5,H1S,STAR FERRY,FU SHAN ESTATE,Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
5,H2,STAR FERRY,FU SHAN ESTATE,Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,True,name_similarity
5,H2K,STAR FERRY,FU SHAN ESTATE,Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
5,N21,STAR FERRY,FU SHAN ESTATE,Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),True,False,False,name_similarity
5,N21A,STAR FERRY,FU SHAN ESTATE,Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),True,False,False,name_similarity
5,X15,STAR FERRY,FU SHAN ESTATE,Central (Star Ferry),The Peak,True,False,False,name_similarity
5,X9,STAR FERRY,FU SHAN ESTATE,Central (Star Ferry),Shek O,True,False,False,name_similarity
5A,608P,KAI TAK (KAI CHING ESTATE),STAR FERRY,Siu Sai Wan (Island Resort),Kai Tak,False,False,True,name_similarity
5A,641,KAI TAK (KAI CHING ESTATE),STAR FERRY,Central (Macau Ferry),Kai Tak (Kai Ching Estate),False,False,True,name_similarity
5A,H2,KAI TAK (KAI CHING ESTATE),STAR FERRY,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
5A,3A,STAR FERRY,KAI TAK (KAI CHING ESTATE),Central (Star Ferry),Felix Villas,True,False,False,name_similarity
5A,608P,STAR FERRY,KAI TAK (KAI CHING ESTATE),Siu Sai Wan (Island Resort),Kai Tak,False,True,False,name_similarity
5A,629,STAR FERRY,KAI TAK (KAI CHING ESTATE),Central (Star Ferry),Ocean Park (Main Entrance / Water World),True,False,False,name_similarity
5A,641,STAR FERRY,KAI TAK (KAI CHING ESTATE),Central (Macau Ferry),Kai Tak (Kai Ching Estate),False,True,False,name_similarity
5A,H1,STAR FERRY,KAI TAK (KAI CHING ESTATE),Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,False,name_similarity
5A,H1S,STAR FERRY,KAI TAK (KAI CHING ESTATE),Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
5A,H2,STAR FERRY,KAI TAK (KAI CHING ESTATE),Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,True,name_similarity
5A,H2K,STAR FERRY,KAI TAK (KAI CHING ESTATE),Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
5A,N21,STAR FERRY,KAI TAK (KAI CHING ESTATE),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),True,False,False,name_similarity
5A,N21A,STAR FERRY,KAI TAK (KAI CHING ESTATE),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),True,False,False,name_similarity
5A,X15,STAR FERRY,KAI TAK (KAI CHING ESTATE),Central (Star Ferry),The Peak,True,False,False,name_similarity
5A,X9,STAR FERRY,KAI TAK (KAI CHING ESTATE),Central (Star Ferry),Shek O,True,False,False,name_similarity
5C,116,TSZ WAN SHAN (CENTRAL),STAR FERRY,Quarry Bay (Yau Man Street),Tsz Wan Shan (Central),False,False,True,name_similarity
5C,15,TSZ WAN SHAN (CENTRAL),STAR FERRY,Central,The Peak,True,False,False,name_similarity
5C,1P,TSZ WAN SHAN (CENTRAL),STAR FERRY,Wong Nai Chung Road (Broadwood Road),Central,False,False,True,name_similarity
5C,37A,TSZ WAN SHAN (CENTRAL),STAR FERRY,Chi Fu Fa Yuen,Central,False,False,True,name_similarity
5C,4,TSZ WAN SHAN (CENTRAL),STAR FERRY,Wong Chuk Hang / Wah Fu (South),Central,False,False,True,name_similarity
5C,88R,TSZ WAN SHAN (CENTRAL),STAR FERRY,City One Shatin,Central,False,False,True,name_similarity
5C,H2,TSZ WAN SHAN (CENTRAL),STAR FERRY,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
5C,H2,YUK WAH STREET,STAR FERRY,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
5C,116,STAR FERRY,TSZ WAN SHAN (CENTRAL),Quarry Bay (Yau Man Street),Tsz Wan Shan (Central),False,True,False,name_similarity
5C,1P,STAR FERRY,TSZ WAN SHAN (CENTRAL),Wong Nai Chung Road (Broadwood Road),Central,False,True,False,name_similarity
5C,37A,STAR FERRY,TSZ WAN SHAN (CENTRAL),Chi Fu Fa Yuen,Central,False,True,False,name_similarity
5C,3A,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Felix Villas,True,False,False,name_similarity
5C,4,STAR FERRY,TSZ WAN SHAN (CENTRAL),Wong Chuk Hang / Wah Fu (South),Central,False,True,False,name_similarity
5C,629,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Ocean Park (Main Entrance / Water World),True,False,False,name_similarity
5C,88R,STAR FERRY,TSZ WAN SHAN (CENTRAL),City One Shatin,Central,False,True,False,name_similarity
5C,H1,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,False,name_similarity
5C,H1S,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
5C,H2,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,True,name_similarity
5C,H2K,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
5C,N21,STAR FERRY,TSZ WAN SHAN (CENTRAL),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),True,False,False,name_similarity
5C,N21A,STAR FERRY,TSZ WAN SHAN (CENTRAL),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),True,False,False,name_similarity
5C,X15,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),The Peak,True,False,False,name_similarity
5C,X9,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Shek O,True,False,False,name_similarity
5C,116,STAR FERRY,TSZ WAN SHAN (CENTRAL),Quarry Bay (Yau Man Street),Tsz Wan Shan (Central),False,True,False,name_similarity
5C,1P,STAR FERRY,TSZ WAN SHAN (CENTRAL),Wong Nai Chung Road (Broadwood Road),Central,False,True,False,name_similarity
5C,37A,STAR FERRY,TSZ WAN SHAN (CENTRAL),Chi Fu Fa Yuen,Central,False,True,False,name_similarity
5C,3A,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Felix Villas,True,False,False,name_similarity
5C,4,STAR FERRY,TSZ WAN SHAN (CENTRAL),Wong Chuk Hang / Wah Fu (South),Central,False,True,False,name_similarity
5C,629,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Ocean Park (Main Entrance / Water World),True,False,False,name_similarity
5C,88R,STAR FERRY,TSZ WAN SHAN (CENTRAL),City One Shatin,Central,False,True,False,name_similarity
5C,H1,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,False,name_similarity
5C,H1S,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
5C,H2,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,True,name_similarity
5C,H2K,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
5C,N21,STAR FERRY,TSZ WAN SHAN (CENTRAL),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),True,False,False,name_similarity
5C,N21A,STAR FERRY,TSZ WAN SHAN (CENTRAL),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),True,False,False,name_similarity
5C,X15,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),The Peak,True,False,False,name_similarity
5C,X9,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Shek O,True,False,False,name_similarity
5M,107,KAI TAK (TAK LONG ESTATE),KOWLOON BAY STATION (CIRCULAR),Wah Kwai Estate,Kowloon Bay,False,True,False,name_similarity
5M,606X,KAI TAK (TAK LONG ESTATE),KOWLOON BAY STATION (CIRCULAR),Siu Sai Wan (Island Resort),Kowloon Bay,False,True,False,name_similarity
5M,608P,KAI TAK (TAK LONG ESTATE),KOWLOON BAY STATION (CIRCULAR),Siu Sai Wan (Island Resort),Kai Tak,False,False,True,name_similarity
5P,116,TSZ WAN SHAN (CENTRAL),STAR FERRY,Quarry Bay (Yau Man Street),Tsz Wan Shan (Central),False,False,True,name_similarity
5P,15,TSZ WAN SHAN (CENTRAL),STAR FERRY,Central,The Peak,True,False,False,name_similarity
5P,1P,TSZ WAN SHAN (CENTRAL),STAR FERRY,Wong Nai Chung Road (Broadwood Road),Central,False,False,True,name_similarity
5P,37A,TSZ WAN SHAN (CENTRAL),STAR FERRY,Chi Fu Fa Yuen,Central,False,False,True,name_similarity
5P,4,TSZ WAN SHAN (CENTRAL),STAR FERRY,Wong Chuk Hang / Wah Fu (South),Central,False,False,True,name_similarity
5P,88R,TSZ WAN SHAN (CENTRAL),STAR FERRY,City One Shatin,Central,False,False,True,name_similarity
5P,H2,TSZ WAN SHAN (CENTRAL),STAR FERRY,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
5P,116,STAR FERRY,TSZ WAN SHAN (CENTRAL),Quarry Bay (Yau Man Street),Tsz Wan Shan (Central),False,True,False,name_similarity
5P,1P,STAR FERRY,TSZ WAN SHAN (CENTRAL),Wong Nai Chung Road (Broadwood Road),Central,False,True,False,name_similarity
5P,37A,STAR FERRY,TSZ WAN SHAN (CENTRAL),Chi Fu Fa Yuen,Central,False,True,False,name_similarity
5P,3A,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Felix Villas,True,False,False,name_similarity
5P,4,STAR FERRY,TSZ WAN SHAN (CENTRAL),Wong Chuk Hang / Wah Fu (South),Central,False,True,False,name_similarity
5P,629,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Ocean Park (Main Entrance / Water World),True,False,False,name_similarity
5P,88R,STAR FERRY,TSZ WAN SHAN (CENTRAL),City One Shatin,Central,False,True,False,name_similarity
5P,H1,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,False,name_similarity
5P,H1S,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
5P,H2,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,True,name_similarity
5P,H2K,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
5P,N21,STAR FERRY,TSZ WAN SHAN (CENTRAL),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),True,False,False,name_similarity
5P,N21A,STAR FERRY,TSZ WAN SHAN (CENTRAL),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),True,False,False,name_similarity
5P,X15,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),The Peak,True,False,False,name_similarity
5P,X9,STAR FERRY,TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Shek O,True,False,False,name_similarity
5R,20A,KAI TAK CRUISE TERMINAL,KWUN TONG (apm) (CIRCULAR),Kai Tak Cruise Terminal (via: Mong Kok),HSR West Kowloon Station (via: Mong Kok),True,False,False,name_similarity
5R,20R,KAI TAK CRUISE TERMINAL,KWUN TONG (apm) (CIRCULAR),Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,True,False,False,name_similarity
5R,22,KAI TAK CRUISE TERMINAL,KWUN TONG (apm) (CIRCULAR),Kai Tak Cruise Terminal,Kowloon Tong (Festival Walk),True,False,False,name_similarity
5R,22M,KAI TAK CRUISE TERMINAL,KWUN TONG (apm) (CIRCULAR),Kai Tak Cruise Terminal,To Kwa Wan,True,False,False,name_similarity
5R,22R,KAI TAK CRUISE TERMINAL,KWUN TONG (apm) (CIRCULAR),Kai Tak Station,Kai Tak Cruise Terminal,False,False,True,name_similarity
5R,608P,KAI TAK CRUISE TERMINAL,KWUN TONG (apm) (CIRCULAR),Siu Sai Wan (Island Resort),Kai Tak,False,False,True,name_similarity
5R,78P,KAI TAK CRUISE TERMINAL,KWUN TONG (apm) (CIRCULAR),Queen's Hill Fanling,Kwun Tong,False,True,False,name_similarity
5R,20A,KAI TAK CRUISE TERMINAL,KWUN TONG (apm),Kai Tak Cruise Terminal (via: Mong Kok),HSR West Kowloon Station (via: Mong Kok),True,False,False,name_similarity
5R,20R,KAI TAK CRUISE TERMINAL,KWUN TONG (apm),Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,True,False,False,name_similarity
5R,22,KAI TAK CRUISE TERMINAL,KWUN TONG (apm),Kai Tak Cruise Terminal,Kowloon Tong (Festival Walk),True,False,False,name_similarity
5R,22M,KAI TAK CRUISE TERMINAL,KWUN TONG (apm),Kai Tak Cruise Terminal,To Kwa Wan,True,False,False,name_similarity
5R,22R,KAI TAK CRUISE TERMINAL,KWUN TONG (apm),Kai Tak Station,Kai Tak Cruise Terminal,False,False,True,name_similarity
5R,608P,KAI TAK CRUISE TERMINAL,KWUN TONG (apm),Siu Sai Wan (Island Resort),Kai Tak,False,False,True,name_similarity
5R,78P,KAI TAK CRUISE TERMINAL,KWUN TONG (apm),Queen's Hill Fanling,Kwun Tong,False,True,False,name_similarity
5R,22R,NGAU TAU KOK STATION,KAI TAK CRUISE TERMINAL,Kai Tak Station,Kai Tak Cruise Terminal,False,True,False,name_similarity
5R,608P,NGAU TAU KOK STATION,KAI TAK CRUISE TERMINAL,Siu Sai Wan (Island Resort),Kai Tak,False,True,False,name_similarity
5R,796S,NGAU TAU KOK STATION,KAI TAK CRUISE TERMINAL,Tseung Kwan O Station,Ngau Tau Kok Station,False,False,True,name_similarity
5R,N121,NGAU TAU KOK STATION,KAI TAK CRUISE TERMINAL,Central (Macau Ferry),Ngau Tau Kok,False,False,True,name_similarity
6,171,STAR FERRY,LAI CHI KOK,South Horizons,Lai Chi Kok,False,True,False,name_similarity
6,171A,STAR FERRY,LAI CHI KOK,Lei Tung Estate,Lai Chi Kok,False,True,False,name_similarity
6,171P,STAR FERRY,LAI CHI KOK,South Horizons,Lai Chi Kok,False,True,False,name_similarity
6,3A,STAR FERRY,LAI CHI KOK,Central (Star Ferry),Felix Villas,True,False,False,name_similarity
6,629,STAR FERRY,LAI CHI KOK,Central (Star Ferry),Ocean Park (Main Entrance / Water World),True,False,False,name_similarity
6,904,STAR FERRY,LAI CHI KOK,Kennedy Town (Belcher Bay),Lai Chi Kok,False,True,False,name_similarity
6,905,STAR FERRY,LAI CHI KOK,Exhibition Centre Station,Lai Chi Kok,False,True,False,name_similarity
6,905A,STAR FERRY,LAI CHI KOK,Exhibition Centre Station,Lai Chi Kok,False,True,False,name_similarity
6,H1,STAR FERRY,LAI CHI KOK,Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,False,name_similarity
6,H1S,STAR FERRY,LAI CHI KOK,Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
6,H2,STAR FERRY,LAI CHI KOK,Central Ferry - Star Ferry,Tsim Sha Tsui,True,False,True,name_similarity
6,H2K,STAR FERRY,LAI CHI KOK,Central Ferry - Star Ferry,West Kowloon Cultural District,True,False,False,name_similarity
6,N171,STAR FERRY,LAI CHI KOK,Ap Lei Chau Estate,Lai Chi Kok,False,True,False,name_similarity
6,N21,STAR FERRY,LAI CHI KOK,Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),True,False,False,name_similarity
6,N21A,STAR FERRY,LAI CHI KOK,Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),True,False,False,name_similarity
6,X15,STAR FERRY,LAI CHI KOK,Central (Star Ferry),The Peak,True,False,False,name_similarity
6,X9,STAR FERRY,LAI CHI KOK,Central (Star Ferry),Shek O,True,False,False,name_similarity
6,171,LAI CHI KOK,STAR FERRY,South Horizons,Lai Chi Kok,False,False,True,name_similarity
6,171A,LAI CHI KOK,STAR FERRY,Lei Tung Estate,Lai Chi Kok,False,False,True,name_similarity
6,171P,LAI CHI KOK,STAR FERRY,South Horizons,Lai Chi Kok,False,False,True,name_similarity
6,904,LAI CHI KOK,STAR FERRY,Kennedy Town (Belcher Bay),Lai Chi Kok,False,False,True,name_similarity
6,905,LAI CHI KOK,STAR FERRY,Exhibition Centre Station,Lai Chi Kok,False,False,True,name_similarity
6,905A,LAI CHI KOK,STAR FERRY,Exhibition Centre Station,Lai Chi Kok,False,False,True,name_similarity
6,905P,LAI CHI KOK,STAR FERRY,Lai Chi Kok,Wan Chai (Harbour Road),True,False,False,name_similarity
6,H2,LAI CHI KOK,STAR FERRY,Central Ferry - Star Ferry,Tsim Sha Tsui,False,True,False,name_similarity
6,N171,LAI CHI KOK,STAR FERRY,Ap Lei Chau Estate,Lai Chi Kok,False,False,True,name_similarity
6C,102,KOWLOON CITY FERRY,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
6C,102P,KOWLOON CITY FERRY,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
6C,102R,KOWLOON CITY FERRY,MEI FOO,Happy Valley Racecourse,Mei Foo,False,True,False,name_similarity
6C,115,KOWLOON CITY FERRY,MEI FOO,Central (Macau Ferry),Kowloon City Ferry Pier,False,False,True,name_similarity
6C,795X,KOWLOON CITY FERRY,MEI FOO,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,True,False,name_similarity
6C,N122,KOWLOON CITY FERRY,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
6C,102,MEI FOO,KOWLOON CITY FERRY,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
6C,102P,MEI FOO,KOWLOON CITY FERRY,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
6C,102R,MEI FOO,KOWLOON CITY FERRY,Happy Valley Racecourse,Mei Foo,False,False,True,name_similarity
6C,115,MEI FOO,KOWLOON CITY FERRY,Central (Macau Ferry),Kowloon City Ferry Pier,False,True,False,name_similarity
6C,795X,MEI FOO,KOWLOON CITY FERRY,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,False,True,name_similarity
6C,N122,MEI FOO,KOWLOON CITY FERRY,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
6D,102,NGAU TAU KOK,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
6D,102P,NGAU TAU KOK,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
6D,102R,NGAU TAU KOK,MEI FOO,Happy Valley Racecourse,Mei Foo,False,True,False,name_similarity
6D,795X,NGAU TAU KOK,MEI FOO,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,True,False,name_similarity
6D,796S,NGAU TAU KOK,MEI FOO,Tseung Kwan O Station,Ngau Tau Kok Station,False,False,True,name_similarity
6D,N121,NGAU TAU KOK,MEI FOO,Central (Macau Ferry),Ngau Tau Kok,False,False,True,name_similarity
6D,N122,NGAU TAU KOK,MEI FOO,Shau Kei Wan,Mei Foo,False,True,False,name_similarity
6D,102,MEI FOO,NGAU TAU KOK,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
6D,102P,MEI FOO,NGAU TAU KOK,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
6D,102R,MEI FOO,NGAU TAU KOK,Happy Valley Racecourse,Mei Foo,False,False,True,name_similarity
6D,795X,MEI FOO,NGAU TAU KOK,Oscar by the Sea (via: Sheung Tak),So Uk (via: Mong Kok and Mei Foo),False,False,True,name_similarity
6D,796S,MEI FOO,NGAU TAU KOK,Tseung Kwan O Station,Ngau Tau Kok Station,False,True,False,name_similarity
6D,N121,MEI FOO,NGAU TAU KOK,Central (Macau Ferry),Ngau Tau Kok,False,True,False,name_similarity
6D,N122,MEI FOO,NGAU TAU KOK,Shau Kei Wan,Mei Foo,False,False,True,name_similarity
6E,112,CHEUNG SHA WAN (SO UK ESTATE),LEI YUE MUN ESTATE,North Point (Pak Fuk Road),So Uk Estate,False,False,True,name_similarity
6E,702S,CHEUNG SHA WAN (SO UK ESTATE),LEI YUE MUN ESTATE,So Uk Estate,Banyan Garden / Fu Cheong Estate,True,False,False,name_similarity
6E,793,CHEUNG SHA WAN (SO UK ESTATE),LEI YUE MUN ESTATE,Tseung Kwan O Industrial Estate,So Uk,False,False,True,name_similarity
6E,970,CHEUNG SHA WAN (SO UK ESTATE),LEI YUE MUN ESTATE,Cyberport,So Uk Estate,False,False,True,name_similarity
6E,112,LEI YUE MUN ESTATE,CHEUNG SHA WAN (SO UK ESTATE),North Point (Pak Fuk Road),So Uk Estate,False,True,False,name_similarity
6E,793,LEI YUE MUN ESTATE,CHEUNG SHA WAN (SO UK ESTATE),Tseung Kwan O Industrial Estate,So Uk,False,True,False,name_similarity
6E,970,LEI YUE MUN ESTATE,CHEUNG SHA WAN (SO UK ESTATE),Cyberport,So Uk Estate,False,True,False,name_similarity
6F,115,KOWLOON CITY FERRY,CHEUNG SHA WAN (LAI KOK ESTATE),Central (Macau Ferry),Kowloon City Ferry Pier,False,False,True,name_similarity
6F,115,CHEUNG SHA WAN (LAI KOK ESTATE),KOWLOON CITY FERRY,Central (Macau Ferry),Kowloon City Ferry Pier,False,True,False,name_similarity
6P,112,CHEUNG SHA WAN (SO UK ESTATE),LEI YUE MUN ESTATE,North Point (Pak Fuk Road),So Uk Estate,False,False,True,name_similarity
6P,702S,CHEUNG SHA WAN (SO UK ESTATE),LEI YUE MUN ESTATE,So Uk Estate,Banyan Garden / Fu Cheong Estate,True,False,False,name_similarity
6P,793,CHEUNG SHA WAN (SO UK ESTATE),LEI YUE MUN ESTATE,Tseung Kwan O Industrial Estate,So Uk,False,False,True,name_similarity
6P,970,CHEUNG SHA WAN (SO UK ESTATE),LEI YUE MUN ESTATE,Cyberport,So Uk Estate,False,False,True,name_similarity
