kmb_route,citybus_route,area,kmb_orig_en,kmb_dest_en,citybus_orig_en,citybus_dest_en,match_type
3B,66,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Exchange Square),Stanley Plaza (Ma Hang),geographic_area
3B,679,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
3B,680X,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Macau Ferry Pier),Ma On Shan (Wu Kai Sha Station),geographic_area
3B,681,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Hong Kong Station),Ma On Shan Town Centre,geographic_area
3B,690,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Exchange Square),Tseung Kwan O (Hong Sing Garden),geographic_area
3B,690P,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Tseung Kwan O (Hong Sing Garden),Central (Exchange Square),geographic_area
3B,690S,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Exchange Square),Hang Hau (via: LOHAS Park),geographic_area
3B,6A,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Exchange Square),Stanley Fort (Gate),geographic_area
3B,6X,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Exchange Square),Stanley Market,geographic_area
3B,7,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Shek Pai Wan,Central (Ferry Piers),geographic_area
3B,70,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Wah Kwai (via: Aberdeen),Central (Exchange Square),geographic_area
3B,70P,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Shek Pai Wan (via: Aberdeen),Central (Exchange Square),geographic_area
3B,71,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Wong Chuk Hang,Central (Rumsey Street),geographic_area
3B,71P,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Sham Wan,Central (Ferry Piers),geographic_area
3B,720,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Grand Promenade,Central (Macau Ferry / Wing Wo Street),geographic_area
3B,720A,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Grand Promenade,Admiralty (Admiralty Centre)/ Central (Pedder Street),geographic_area
3B,720P,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Taikoo Shing,Central (Wing Wo Street),geographic_area
3B,720X,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Grand Promenade,Central (Rumsey Street),geographic_area
3B,722,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Yiu Tung Estate,Central (Ferry Piers),geographic_area
3B,75,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Sham Wan,Central (Exchange Square),geographic_area
3B,780,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Chai Wan (East),Central (Ferry Piers),geographic_area
3B,780P,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Hing Wah (via Causeway Bay),Central (Ferry Piers),geographic_area
3B,788,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Siu Sai Wan (Island Resort),Central (Macau Ferry),geographic_area
3B,88R,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),City One Shatin,Central,geographic_area
3B,90,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Ap Lei Chau Estate,Central (Exchange Square),geographic_area
3B,90C,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Main Street Ap Lei Chau,Central (Jardine House),geographic_area
3B,91,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Ap Lei Chau Estate,Central (Ferry Piers),geographic_area
3B,94A,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Wah Fu (Central),Lei Tung Estate,geographic_area
3B,97,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Lei Tung Estate,Central (Exchange Square),geographic_area
3B,979,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
3B,H1,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
3B,H1S,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
3B,H2,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
3B,H2K,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
3B,H3,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central Ferry - Hong Kong Observation Wheel,Stanley Village / Stanley Market,geographic_area
3B,H4,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Stanley Village / Stanley Market,Central Ferry - Hong Kong Observation Wheel,geographic_area
3B,N11,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Macau Ferry),Airport (Ground Transportation Centre),geographic_area
3B,N121,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Macau Ferry),Ngau Tau Kok,geographic_area
3B,N170,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Wah Fu (Central),Sha Tin Central,geographic_area
3B,N182,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Macau Ferry),Sha Tin (Kwong Yuen),geographic_area
3B,N619,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Macau Ferry),Shun Lee Estate,geographic_area
3B,N680,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Macau Ferry),Ma On Shan (Kam Ying Court),geographic_area
3B,N691,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Macau Ferry),Tiu Keng Leng (King Ling Road),geographic_area
3B,N90,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),South Horizons,Central (Macau Ferry),geographic_area
3B,SP10,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Kai Tak Sports Park,Central (Macau Ferry),geographic_area
3B,X15,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Star Ferry),The Peak,geographic_area
3B,X9,central,TSZ WAN SHAN (CENTRAL),HUNG HOM (HUNG LUEN ROAD),Central (Star Ferry),Shek O,geographic_area
3B,1,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Happy Valley (Upper),geographic_area
3B,104R,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Ferry Piers),Mong Kok,geographic_area
3B,109,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Ho Man Tin Estate,geographic_area
3B,11,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Ferry Piers),Jardine's Lookout,geographic_area
3B,111,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Ping Shek Estate,geographic_area
3B,111P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Choi Fook Estate,Central (Macau Ferry),geographic_area
3B,115,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Kowloon City Ferry Pier,geographic_area
3B,115P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Laguna Verde,Central (Macau Ferry),geographic_area
3B,116,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Quarry Bay (Yau Man Street),Tsz Wan Shan (Central),geographic_area
3B,12,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central Pier 3,Robinson Road / Park Road,geographic_area
3B,15,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central,The Peak,geographic_area
3B,15C,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Hong Kong Observation Wheel),Garden Road,geographic_area
3B,170,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wah Fu (Central),Sha Tin Station,geographic_area
3B,18,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,geographic_area
3B,182,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
3B,182X,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
3B,18P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Kennedy Town (Belcher Bay),North Point (Healthy Street Central),geographic_area
3B,1P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wong Nai Chung Road (Broadwood Road),Central,geographic_area
3B,2,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Grand Promenade,Central (Macau Ferry),geographic_area
3B,25,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Pier 3/5),Braemar Hill,geographic_area
3B,260,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Exchange Square),Stanley Market,geographic_area
3B,307,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Tai Po Centre,Central (Ferry Piers) / Sheung Wan,geographic_area
3B,37A,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Chi Fu Fa Yuen,Central,geographic_area
3B,3A,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Felix Villas,geographic_area
3B,4,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wong Chuk Hang / Wah Fu (South),Central,geographic_area
3B,41A,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wah Fu (Central),North Point Ferry Pier,geographic_area
3B,4X,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wah Fu (South),Central (Exchange Square),geographic_area
3B,511,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Tai Hang Drive,Central (Ferry Piers),geographic_area
3B,580,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),GO PARK Sai Sha,Sha Tin Central,geographic_area
3B,6,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Exchange Square),Stanley Market,geographic_area
3B,619,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Shun Lee Estate,geographic_area
3B,619P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Shun Lee Estate,Central (Macau Ferry),geographic_area
3B,619X,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Shun Lee Estate,Central (Macau Ferry),geographic_area
3B,621,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Laguna City,Central (Hong Kong Station),geographic_area
3B,629,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Ocean Park (Main Entrance / Water World),geographic_area
3B,641,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Kai Tak (Kai Ching Estate),geographic_area
3B,66,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Exchange Square),Stanley Plaza (Ma Hang),geographic_area
3B,679,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
3B,680X,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry Pier),Ma On Shan (Wu Kai Sha Station),geographic_area
3B,681,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Hong Kong Station),Ma On Shan Town Centre,geographic_area
3B,690,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Exchange Square),Tseung Kwan O (Hong Sing Garden),geographic_area
3B,690P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Tseung Kwan O (Hong Sing Garden),Central (Exchange Square),geographic_area
3B,690S,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Exchange Square),Hang Hau (via: LOHAS Park),geographic_area
3B,6A,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Exchange Square),Stanley Fort (Gate),geographic_area
3B,6X,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Exchange Square),Stanley Market,geographic_area
3B,7,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Shek Pai Wan,Central (Ferry Piers),geographic_area
3B,70,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wah Kwai (via: Aberdeen),Central (Exchange Square),geographic_area
3B,70P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Shek Pai Wan (via: Aberdeen),Central (Exchange Square),geographic_area
3B,71,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wong Chuk Hang,Central (Rumsey Street),geographic_area
3B,71P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Sham Wan,Central (Ferry Piers),geographic_area
3B,720,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Grand Promenade,Central (Macau Ferry / Wing Wo Street),geographic_area
3B,720A,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Grand Promenade,Admiralty (Admiralty Centre)/ Central (Pedder Street),geographic_area
3B,720P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Taikoo Shing,Central (Wing Wo Street),geographic_area
3B,720X,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Grand Promenade,Central (Rumsey Street),geographic_area
3B,722,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Yiu Tung Estate,Central (Ferry Piers),geographic_area
3B,75,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Sham Wan,Central (Exchange Square),geographic_area
3B,780,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Chai Wan (East),Central (Ferry Piers),geographic_area
3B,780P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Hing Wah (via Causeway Bay),Central (Ferry Piers),geographic_area
3B,788,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Siu Sai Wan (Island Resort),Central (Macau Ferry),geographic_area
3B,88R,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),City One Shatin,Central,geographic_area
3B,90,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Ap Lei Chau Estate,Central (Exchange Square),geographic_area
3B,90C,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Main Street Ap Lei Chau,Central (Jardine House),geographic_area
3B,91,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Ap Lei Chau Estate,Central (Ferry Piers),geographic_area
3B,94A,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wah Fu (Central),Lei Tung Estate,geographic_area
3B,97,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Lei Tung Estate,Central (Exchange Square),geographic_area
3B,979,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
3B,H1,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
3B,H1S,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
3B,H2,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
3B,H2K,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
3B,H3,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central Ferry - Hong Kong Observation Wheel,Stanley Village / Stanley Market,geographic_area
3B,H4,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Stanley Village / Stanley Market,Central Ferry - Hong Kong Observation Wheel,geographic_area
3B,N11,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Airport (Ground Transportation Centre),geographic_area
3B,N121,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Ngau Tau Kok,geographic_area
3B,N170,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wah Fu (Central),Sha Tin Central,geographic_area
3B,N182,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Sha Tin (Kwong Yuen),geographic_area
3B,N619,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Shun Lee Estate,geographic_area
3B,N680,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Ma On Shan (Kam Ying Court),geographic_area
3B,N691,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Tiu Keng Leng (King Ling Road),geographic_area
3B,N90,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),South Horizons,Central (Macau Ferry),geographic_area
3B,SP10,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Kai Tak Sports Park,Central (Macau Ferry),geographic_area
3B,X15,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Star Ferry),The Peak,geographic_area
3B,X9,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Shek O,geographic_area
3B,1,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Happy Valley (Upper),geographic_area
3B,104R,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Ferry Piers),Mong Kok,geographic_area
3B,109,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Ho Man Tin Estate,geographic_area
3B,11,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Ferry Piers),Jardine's Lookout,geographic_area
3B,111,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Ping Shek Estate,geographic_area
3B,111P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Choi Fook Estate,Central (Macau Ferry),geographic_area
3B,115,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Kowloon City Ferry Pier,geographic_area
3B,115P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Laguna Verde,Central (Macau Ferry),geographic_area
3B,116,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Quarry Bay (Yau Man Street),Tsz Wan Shan (Central),geographic_area
3B,12,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central Pier 3,Robinson Road / Park Road,geographic_area
3B,15,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central,The Peak,geographic_area
3B,15C,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Hong Kong Observation Wheel),Garden Road,geographic_area
3B,170,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wah Fu (Central),Sha Tin Station,geographic_area
3B,18,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,geographic_area
3B,182,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
3B,182X,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
3B,18P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Kennedy Town (Belcher Bay),North Point (Healthy Street Central),geographic_area
3B,1P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wong Nai Chung Road (Broadwood Road),Central,geographic_area
3B,2,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Grand Promenade,Central (Macau Ferry),geographic_area
3B,25,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Pier 3/5),Braemar Hill,geographic_area
3B,260,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Exchange Square),Stanley Market,geographic_area
3B,307,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Tai Po Centre,Central (Ferry Piers) / Sheung Wan,geographic_area
3B,37A,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Chi Fu Fa Yuen,Central,geographic_area
3B,3A,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Felix Villas,geographic_area
3B,4,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wong Chuk Hang / Wah Fu (South),Central,geographic_area
3B,41A,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wah Fu (Central),North Point Ferry Pier,geographic_area
3B,4X,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Wah Fu (South),Central (Exchange Square),geographic_area
3B,511,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Tai Hang Drive,Central (Ferry Piers),geographic_area
3B,580,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),GO PARK Sai Sha,Sha Tin Central,geographic_area
3B,6,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Exchange Square),Stanley Market,geographic_area
3B,619,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Shun Lee Estate,geographic_area
3B,619P,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Shun Lee Estate,Central (Macau Ferry),geographic_area
3B,619X,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Shun Lee Estate,Central (Macau Ferry),geographic_area
3B,621,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Laguna City,Central (Hong Kong Station),geographic_area
3B,629,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Star Ferry),Ocean Park (Main Entrance / Water World),geographic_area
3B,641,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Macau Ferry),Kai Tak (Kai Ching Estate),geographic_area
3B,66,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Central (Exchange Square),Stanley Plaza (Ma Hang),geographic_area
3B,679,central,HUNG HOM (HUNG LUEN ROAD),TSZ WAN SHAN (CENTRAL),Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
